user_id,variant,converted,revenue_30d,pre_revenue_30d,pre_orders,recency_gap_ratio,revenue_lookback_lag1,cohort_revenue_index,revenue_lookback_zscore_snapshot,log1p_std_order_value_lookback,orders_60d,log1p_revenue_lookback,std_order_value_lookback_clip,std_order_value_lookback,orders_30d_per_age,orders_lookback,log1p_avg_gap_days_lookback,log1p_gap_multiplier,value_gap_ratio,revenue_lookback,orders_30d_zscore_snapshot,max_gap_days_lookback,revenue_per_order_lifetime,orders_30d_roll3_mean_lagged,std_gap_days_lookback,orders_30d,orders_30d_lag1,avg_gap_days_lookback,days_since_last_order_vs_roll3
exp_user_00001,control,0,0.0,29.33666666666667,1.0,0.0959151372754509,93.59,1.860873222741588,-0.4411711940951778,2.1850745839786136,2,5.1762627205407306,7.891311678041868,7.891311678041868,0.0772993023842025,2,2.7662099138865344,0.0915897560348041,5.535824230825917,176.02,-0.0127048427240366,14.898263888888888,58.67331377556208,1.0,0.0,2,1.0,14.898263888888888,-4.398263888888889
exp_user_00002,treatment,1,189.55,33.96,2.0,0.2150815265160049,,2.1541388925453124,-0.3790345461559621,3.580026916441471,2,5.321838561589383,34.87450644812054,34.87450644812054,0.0402252100786166,2,1.7355034259071171,0.1948111745545793,17.962604119710157,203.76,-0.1116696430475225,4.671782407407407,67.91997736000754,,0.0,2,,4.671782407407407,
exp_user_00003,control,0,0.0,11.691666666666668,0.0,44.461425445981966,70.15,0.5043496980059695,-0.7500529797881876,0.0,1,4.264790324535862,0.0,0.0,0.0,1,0.0,3.816864173981684,70.14992985007017,70.15,-0.9160576025689332,0.0,35.07498246250877,0.3333333333333333,0.0,0,0.0,0.0,14.0
exp_user_00004,treatment,0,0.0,18.246666666666666,1.0,0.7938456914834894,109.48,0.5886179704367431,-0.7298710498031427,2.6725926290693827,2,4.704834509101037,13.477455249415588,13.477455249415588,0.0167232641810679,2,3.1802841730735874,0.5843617462713804,2.2757518673943875,109.48,-0.584118132863964,23.053587962962965,36.49332116889294,1.3333333333333333,0.0,1,1.0,23.053587962962965,6.3154706790123445
exp_user_00005,control,1,226.09,17.638333333333332,1.0,29.48154459252948,105.83,1.1036604327493955,-0.6135707088469226,0.0,1,4.671238785957796,0.0,0.0,0.0134956065734581,1,0.0,3.417121405142403,105.82989417010585,105.83,-0.4759227268076343,0.0,52.91497354251322,1.0,0.0,1,1.0,0.0,13.999999999999998
exp_user_00006,treatment,0,0.0,16.04,1.0,13.638296546888638,96.24,1.193304386939809,-0.5955718784065085,0.0,1,4.577182149447922,0.0,0.0,0.0163975479596894,1,0.0,2.6836411456764293,96.23990376009624,96.24,-0.4329040683250449,0.0,48.119975940012026,1.0,0.0,1,1.0,0.0,6.999999999999997
exp_user_00007,control,0,0.0,99.69833333333334,3.0,2.934309683782231,598.19,3.2161617074858913,0.8147904159159495,3.966862574184733,6,6.39557874314519,51.81855630734783,51.81855630734783,0.0199071197209333,9,2.146158000802656,1.369735436691256,7.771986031026926,598.19,-0.0061350170464998,29.091226851851857,59.81899401810061,5.0,9.712917078519194,2,3.0,7.551938657407408,13.999999999999998
exp_user_00008,treatment,1,27.6,2.6,1.0,36.3936673100364,15.6,0.0838732219475081,-1.041632484058653,0.0,1,2.8094026953624973,0.0,0.0,0.0,1,0.0,3.6215013668226255,15.5999844000156,15.6,-1.334644745145569,0.0,7.799996100001949,1.0,0.0,0,1.0,0.0,10.500000000000004
exp_user_00009,control,1,188.49,16.713333333333335,1.0,28.37644153096588,100.28,0.8515263376085735,-0.6767809082076249,0.0,1,4.617888958395866,0.0,0.0,0.0101829807535861,1,0.0,3.3801930446548467,100.27989972010027,100.28,-0.4510219167032977,0.0,50.139974930012535,1.0,0.0,1,1.0,0.0,14.000000000000002
exp_user_00010,treatment,1,105.09,11.691666666666668,0.0,44.461425445981966,70.15,0.5043496980059695,-0.7500529797881876,0.0,1,4.264790324535862,0.0,0.0,0.0,1,0.0,3.816864173981684,70.14992985007017,70.15,-0.9160576025689332,0.0,35.07498246250877,0.3333333333333333,0.0,0,0.0,0.0,14.0
