user_id,snapshot_date,orders_lookback,orders_30d,orders_60d,orders_90d,revenue_lookback,avg_order_value_lookback,std_order_value_lookback,weekend_order_ratio_lookback,dinner_order_ratio_lookback,cancel_ratio_lookback,promo_order_ratio_lookback,days_since_last_order,customer_age_days,order_count_lifetime,revenue_lifetime,avg_gap_days_lookback,std_gap_days_lookback,max_gap_days_lookback,avg_items_per_order_lookback,avg_distinct_products_per_order_lookback,avg_rating_lifetime,review_count_lifetime,will_order_next_30d,orders_30d_per_age,revenue_per_order_lifetime,recency_gap_ratio,value_gap_ratio,items_x_aov,distinct_x_orders,gap_multiplier,is_gap_anomaly_2x,is_gap_anomaly_3x,log1p_revenue_lookback,log1p_revenue_lifetime,log1p_days_since_last_order,log1p_avg_gap_days_lookback,log1p_std_order_value_lookback,log1p_gap_multiplier,orders_30d_lag1,orders_30d_diff1,orders_30d_pct_change1,orders_30d_roll3_mean_lagged,orders_30d_vs_roll3,revenue_lookback_lag1,revenue_lookback_diff1,revenue_lookback_pct_change1,revenue_lookback_roll3_mean_lagged,revenue_lookback_vs_roll3,days_since_last_order_lag1,days_since_last_order_diff1,days_since_last_order_pct_change1,days_since_last_order_roll3_mean_lagged,days_since_last_order_vs_roll3,avg_order_value_lookback_lag1,avg_order_value_lookback_diff1,avg_order_value_lookback_pct_change1,avg_order_value_lookback_roll3_mean_lagged,avg_order_value_lookback_vs_roll3,orders_30d_zscore_snapshot,orders_30d_is_anom_z2,revenue_lookback_zscore_snapshot,revenue_lookback_is_anom_z2,days_since_last_order_zscore_snapshot,days_since_last_order_is_anom_z2,std_order_value_lookback_zscore_snapshot,std_order_value_lookback_is_anom_z2,anomaly_score,cohort_start_date,snapshot_idx,cohort_idx,cohort_period,cohort_size,cohort_active_users,cohort_retention_rate,cohort_rev0,cohort_revenue_index,snapshot_weekofyear,snapshot_month,snapshot_week_sin,snapshot_week_cos,snapshot_month_sin,snapshot_month_cos,is_high_value,is_high_engagement,is_high_value_high_risk,revenue_lookback_clip,revenue_lifetime_clip,days_since_last_order_clip,std_order_value_lookback_clip,gap_multiplier_clip,anomaly_score_clip
1,2026-02-05 00:00:00+00:00,1,1,1,1,70.48,70.48,0.0,0.0,0.0,0.0,0.0,2.4377314814814817,24.920548625787035,1,70.48,0.0,0.0,0.0,4.0,1.0,0.0,0,0,0.03857942884842036,35.23998238000881,2.437729043752438,70.47992952007048,281.92,1.0,2.437729043752438,1,0,4.2694176902912275,4.2694176902912275,1.2348118007927893,0.0,0.0,1.2348110916827495,,,,,,,,,,,,,,,,,,,,,-0.43290406832504497,0,-0.6541049065687556,0,-0.6918616484968264,0,-0.7607848789383094,0,3.5396555023289364,2026-02-05 00:00:00+00:00,11,11,0,23,23,0.999999956521741,82.76,0.841451756907214,6,2,0.6631226582407952,0.7485107481711011,0.8660254037844386,0.5000000000000001,0,0,0,70.48,70.48,2.4377314814814817,0.0,2.437729043752438,3.5396555023289364
2,2025-11-20 00:00:00+00:00,3,2,3,3,215.58,71.86,80.00329743204338,0.0,0.0,0.0,0.0,22.475300925925925,50.46656714430555,3,215.58,7.017123842592593,8.242712648687782,12.845601851851852,6.0,2.333333333333333,0.0,0,1,0.03886017801677121,53.89498652625337,2.8034116179058803,8.963313084290427,431.15999999999997,4.666666666666666,2.8034116179058803,1,0,5.377959994200234,5.377959994200234,3.1559488440079435,2.081579734439644,4.394489862881421,1.3358984581419535,,,,,,,,,,,,,,,,,,,,,0.03450950318646782,0,0.055404256906618835,0,0.47096402723479847,0,1.7684374190172836,0,3.3293152063451688,2025-11-20 00:00:00+00:00,0,0,0,34,29,0.8529411513840839,184.995,1.1590634094515262,47,11,-0.5680647467311559,0.8229838658936564,-0.5000000000000004,0.8660254037844384,0,0,0,215.58,215.58,22.475300925925925,69.33181989534098,2.8034116179058803,3.3293152063451688
2,2025-11-27 00:00:00+00:00,4,2,4,4,232.42,58.105,70.87890024541858,0.0,0.0,0.0,0.0,0.384074074074074,57.46656714430555,4,232.42,14.375158179012343,14.01403452943566,29.091226851851854,4.75,2.0,0.0,0,1,0.03420758329894883,46.483990703201854,0.02498016895970412,3.7791478659496063,275.99875,4.0,0.02498016895970412,0,0,5.452839405984207,5.452839405984207,0.32503137749306343,2.7327531017055033,4.274982761929346,0.02467326504682276,2.0,0.0,0.0,2.0,0.0,215.58,16.839999999999975,0.07775417823550557,215.58,16.839999999999975,22.475300925925925,-22.09122685185185,-0.9410412237320145,22.475300925925925,-22.09122685185185,71.86,-13.755000000000003,-0.18878671165541164,71.86,-13.755000000000003,-0.029619970065250537,0,-0.03587340623362757,0,-0.8665168152947805,0,1.6448116946836417,0,2.5768218862773002,2025-11-20 00:00:00+00:00,1,0,1,34,28,0.8235293875432533,184.995,1.2496034772461437,48,11,-0.4647231720437684,0.88545602565321,-0.5000000000000004,0.8660254037844384,0,0,0,232.42,232.42,0.384074074074074,69.33181989534098,0.02498016895970412,2.5768218862773002
2,2025-12-04 00:00:00+00:00,7,4,7,7,506.2099999999999,72.31571428571428,57.755273888232594,0.2857142857142857,0.1428571428571428,0.0,0.0,1.1980092592592593,64.46656714430556,7,506.21,8.21858989197531,11.191308008565423,29.091226851851854,5.285714285714286,2.0,0.0,0,1,0.06109988828470352,63.276242090469744,0.12995578969689547,7.8445518553887,382.2402040816326,8.0,0.12995578969689547,0,0,6.228925119016985,6.228925119016985,0.7875520685563872,2.221222085739138,4.073380917305677,0.12217850779683981,2.0,2.0,0.6666664444445185,2.0,2.0,232.42,273.78999999999996,1.172950042100291,224.0,282.2099999999999,0.384074074074074,0.8139351851851853,0.5880715579895086,11.4296875,-10.231678240740742,58.105,14.210714285714282,0.2404316732134779,64.9825,7.333214285714277,1.4226432997705516,0,1.2240201830603585,0,-0.7881267836360851,0,1.307214782106909,0,4.742005048573904,2025-11-20 00:00:00+00:00,2,0,2,34,28,0.8235293875432533,184.995,2.7216322873107752,49,12,-0.35460488704253595,0.9350162426854147,-2.4492935982947064e-16,1.0,1,1,0,506.2099999999999,506.21,1.1980092592592593,57.755273888232594,0.12995578969689547,4.742005048573904
2,2025-12-11 00:00:00+00:00,7,4,7,7,506.2099999999999,72.31571428571428,57.755273888232594,0.2857142857142857,0.1428571428571428,0.0,0.0,8.198009259259258,71.46656714430556,7,506.21,8.21858989197531,11.191308008565423,29.091226851851854,5.285714285714286,2.0,0.0,0,1,0.05519786713280862,63.276242090469744,0.88929092909368,7.8445518553887,382.2402040816326,8.0,0.88929092909368,0,0,6.228925119016985,6.228925119016985,2.2189870757772883,2.221222085739138,4.073380917305677,0.636201588886054,4.0,0.0,0.0,2.6666666666666665,1.3333333333333335,506.2099999999999,0.0,0.0,318.07,188.13999999999993,1.1980092592592593,6.999999999999999,3.1846985110793042,8.019128086419753,0.178881172839505,72.31571428571428,0.0,0.0,67.42690476190477,4.888809523809513,1.3261299671054767,0,1.0753415020886883,0,-0.448114837189418,0,1.2915264988047281,0,4.141112805188311,2025-11-20 00:00:00+00:00,3,0,3,34,27,0.7941176237024229,184.995,2.7216322873107752,50,12,-0.2393156642875578,0.970941817426052,-2.4492935982947064e-16,1.0,1,1,0,506.2099999999999,506.21,8.198009259259258,57.755273888232594,0.88929092909368,4.141112805188311
2,2025-12-18 00:00:00+00:00,9,6,8,9,598.19,66.46555555555557,51.81855630734783,0.3333333333333333,0.3333333333333333,0.0,0.0,4.094039351851852,78.46656714430556,9,598.19,7.551938657407408,9.712917078519194,29.091226851851854,4.888888888888889,2.0,0.0,0,1,0.07550344931348278,59.81899401810061,0.47872640779284853,7.771986031026926,324.9427160493828,12.0,0.47872640779284853,0,0,6.39557874314519,6.39557874314519,1.6280711016652067,2.146158000802656,3.966862574184733,0.39118118202788954,4.0,2.0,0.399999920000016,3.3333333333333335,2.6666666666666665,506.2099999999999,91.98000000000013,0.18134500466996933,414.94666666666654,183.2433333333335,8.198009259259258,-4.103969907407406,-0.4461801837279002,3.2600308641975304,0.8340084876543217,72.31571428571428,-5.850158730158711,-0.07979406198739804,67.57880952380951,-1.113253968253943,1.7781243162182432,0,1.0887257649763824,0,-0.6849586088366212,0,1.1240008740285474,0,4.675809564059794,2025-11-20 00:00:00+00:00,4,0,4,34,22,0.6470588044982705,184.995,3.2161617074858913,51,12,-0.12053668025532363,0.992708874098054,-2.4492935982947064e-16,1.0,1,1,0,598.19,598.19,4.094039351851852,51.81855630734783,0.47872640779284853,4.675809564059794
2,2025-12-25 00:00:00+00:00,9,6,8,9,598.19,66.46555555555557,51.81855630734783,0.3333333333333333,0.3333333333333333,0.0,0.0,11.094039351851851,85.46656714430556,9,598.19,7.551938657407408,9.712917078519194,29.091226851851854,4.888888888888889,2.0,0.0,0,1,0.06939098114760951,59.81899401810061,1.297254166455976,7.771986031026926,324.9427160493828,12.0,1.297254166455976,0,0,6.39557874314519,6.39557874314519,2.4927127156783593,2.146158000802656,3.966862574184733,0.8317145690683306,6.0,0.0,0.0,4.666666666666667,1.333333333333333,598.19,0.0,0.0,536.87,61.32000000000005,4.094039351851852,6.999999999999999,1.374154799825107,4.496685956790123,6.597353395061728,66.46555555555557,0.0,0.0,70.36566137566138,-3.900105820105807,1.7554445381274064,0,0.9562957608514877,0,-0.40780127442356495,0,1.1598396358401717,0,4.27938120924263,2025-11-20 00:00:00+00:00,5,0,5,34,20,0.5882352768166096,184.995,3.2161617074858913,52,12,6.432490598706546e-16,1.0,-2.4492935982947064e-16,1.0,1,1,0,598.19,598.19,11.094039351851851,51.81855630734783,1.297254166455976,4.27938120924263
2,2026-01-01 00:00:00+00:00,9,3,6,9,598.19,66.46555555555557,51.81855630734783,0.3333333333333333,0.3333333333333333,0.0,0.0,18.09403935185185,92.46656714430557,9,598.19,7.551938657407408,9.712917078519194,29.091226851851854,4.888888888888889,2.0,0.0,0,1,0.03209703811279578,59.81899401810061,2.1157819251191037,7.771986031026926,324.9427160493828,6.0,2.1157819251191037,1,0,6.39557874314519,6.39557874314519,2.949376210527517,2.146158000802656,3.966862574184733,1.1364801400392162,6.0,-3.0,-0.4285713673469475,5.333333333333333,-2.333333333333333,598.19,0.0,0.0,567.5300000000001,30.659999999999968,11.094039351851851,7.0,0.5787974734951297,7.795362654320987,10.298676697530865,66.46555555555557,0.0,0.0,68.41560846560847,-1.9500529100529036,0.4256122312552245,0,0.8721025451027601,0,-0.09613454335920975,0,1.2059557908600302,0,3.5998051105772246,2025-11-20 00:00:00+00:00,6,0,6,34,20,0.5882352768166096,184.995,3.2161617074858913,1,1,0.12053668025532305,0.992708874098054,0.49999999999999994,0.8660254037844387,1,1,1,598.19,598.19,18.09403935185185,51.81855630734783,2.1157819251191037,3.5998051105772246
2,2026-01-08 00:00:00+00:00,9,2,6,9,598.19,66.46555555555557,51.81855630734783,0.3333333333333333,0.3333333333333333,0.0,0.0,25.09403935185185,99.46656714430557,9,598.19,7.551938657407408,9.712917078519194,29.091226851851854,4.888888888888889,2.0,0.0,0,1,0.019907119720933352,59.81899401810061,2.934309683782231,7.771986031026926,324.9427160493828,4.0,2.934309683782231,1,0,6.39557874314519,6.39557874314519,3.2617069109228916,2.146158000802656,3.966862574184733,1.369735436691256,3.0,-1.0,-0.24999993750001562,5.0,-3.0,598.19,0.0,0.0,598.19,0.0,18.09403935185185,7.0,0.3666065364380095,11.094039351851853,13.999999999999998,66.46555555555557,0.0,0.0,66.46555555555557,0.0,-0.0061350170464998036,0,0.8147904159159495,0,0.17892774715885748,0,1.2373674410051148,0,3.2372206211264216,2025-11-20 00:00:00+00:00,7,0,7,34,20,0.5882352768166096,184.995,3.2161617074858913,2,1,0.23931566428755774,0.970941817426052,0.49999999999999994,0.8660254037844387,1,0,1,598.19,598.19,25.09403935185185,51.81855630734783,2.934309683782231,3.2372206211264216
2,2026-01-15 00:00:00+00:00,10,1,7,9,726.5000000000001,72.65,52.62399537177778,0.4,0.3,0.0,0.0,3.2911689814814817,106.46656714430556,10,726.5,9.913153292181068,11.520684630942728,29.091226851851854,5.3,2.1,0.0,0,1,0.009305219448872743,66.04544854132287,0.301578159106529,6.657103716755059,385.045,2.1,0.301578159106529,0,0,6.589613999045648,6.589613999045648,1.456559185677131,2.389968785782144,3.981996642746869,0.26357749674696995,2.0,-1.0,-0.33333322222225925,3.6666666666666665,-2.6666666666666665,598.19,128.31000000000006,0.2141390874111066,598.19,128.31000000000006,25.09403935185185,-21.80287037037037,-0.8355498066370951,18.09403935185185,-14.80287037037037,66.46555555555557,6.184444444444438,0.091668174994625,66.46555555555557,6.184444444444438,-0.4909823851158244,0,1.021336795209201,0,-0.6788004091328019,0,1.1544422089856294,0,3.3455617984434562,2025-11-20 00:00:00+00:00,8,0,8,34,21,0.61764704065744,184.995,3.9060189580041462,3,1,0.3546048870425356,0.9350162426854148,0.49999999999999994,0.8660254037844387,1,0,0,726.5000000000001,726.5,3.2911689814814817,52.62399537177778,0.301578159106529,3.3455617984434562
