user_id,snapshot_date,orders_lookback,orders_30d,orders_60d,orders_90d,revenue_lookback,avg_order_value_lookback,std_order_value_lookback,weekend_order_ratio_lookback,dinner_order_ratio_lookback,cancel_ratio_lookback,promo_order_ratio_lookback,days_since_last_order,customer_age_days,order_count_lifetime,revenue_lifetime,avg_gap_days_lookback,std_gap_days_lookback,max_gap_days_lookback,avg_items_per_order_lookback,avg_distinct_products_per_order_lookback,avg_rating_lifetime,review_count_lifetime,will_order_next_30d
109,2025-11-20 00:00:00+00:00,8,7,8,8,480.6,60.075,50.6705640105067,0.12500000000000000000,0.75000000000000000000,0.0,0.0,16.1707175925925926,38.8530833480092593,8,480.59999999999997,2.71884424603174603757,2.8159044816250133503686872856721135474898,7.6146180555555556,4.5,2.0000000000000000,0.0,0,1
112,2025-11-20 00:00:00+00:00,1,1,1,1,37.12,37.12,0.0,0E-20,0E-20,0.0,0.0,12.4264467592592593,24.5473541813425926,1,37.12,0.0,0.0,0.0,2.0,1.00000000000000000000,0.0,0,0
121,2025-11-20 00:00:00+00:00,1,1,1,1,82.56,82.56,0.0,0E-20,1.00000000000000000000,0.0,0.0,28.2020601851851852,29.4398773294907407,1,82.56,0.0,0.0,0.0,6.0,4.0000000000000000,0.0,0,0
128,2025-11-20 00:00:00+00:00,1,1,1,1,94.27,94.27,0.0,1.00000000000000000000,0E-20,0.0,0.0,25.4472569444444444,27.6081990887500000,1,94.27,0.0,0.0,0.0,7.0,2.0000000000000000,0.0,0,0
130,2025-11-20 00:00:00+00:00,2,0,2,2,70.50999999999999,35.254999999999995,9.807571055057418,0E-20,0E-20,0.0,0.0,48.5301504629629630,65.8516713109722222,2,70.50999999999999,3.0325231481481481,0.0,3.0325231481481481,2.5,1.5000000000000000,0.0,0,1
136,2025-11-20 00:00:00+00:00,1,1,1,1,50.72,50.72,0.0,1.00000000000000000000,0E-20,0.0,0.0,3.9733217592592593,31.1161157554166667,1,50.72,0.0,0.0,0.0,4.0,2.0000000000000000,0.0,0,0
142,2025-11-20 00:00:00+00:00,1,1,1,1,64.27,64.27,0.0,0E-20,1.00000000000000000000,0.0,0.0,14.1484259259259259,30.7969375146759259,1,64.27,0.0,0.0,0.0,5.0,2.0000000000000000,0.0,0,1
151,2025-11-20 00:00:00+00:00,1,1,1,1,44.27,44.27,0.0,0E-20,1.00000000000000000000,0.0,0.0,1.1420486111111111,20.6502939961574074,1,44.27,0.0,0.0,0.0,5.0,2.0000000000000000,0.0,0,1
152,2025-11-20 00:00:00+00:00,3,2,3,3,262.90999999999997,87.63666666666666,22.62730724883838,0E-20,0.66666666666666666667,0.0,0.0,21.2234722222222222,44.9713935331944444,3,262.90999999999997,7.0121469907407408,1.76779150528516006556612447131173,8.2621643518518519,7.0,2.3333333333333333,0.0,0,1
153,2025-11-20 00:00:00+00:00,1,1,1,1,74.06,74.06,0.0,1.00000000000000000000,0E-20,0.0,0.0,4.5541782407407407,24.1946111257870370,1,74.06,0.0,0.0,0.0,5.0,3.0000000000000000,0.0,0,1
157,2025-11-20 00:00:00+00:00,1,1,1,1,90.8,90.8,0.0,1.00000000000000000000,0E-20,0.0,0.0,3.3601157407407407,21.0655601998611111,1,90.8,0.0,0.0,0.0,7.0,3.0000000000000000,0.0,0,0
171,2025-11-20 00:00:00+00:00,1,0,1,1,7.35,7.35,0.0,0E-20,0E-20,0.0,0.0,36.4866435185185185,62.9358264035648148,1,7.35,0.0,0.0,0.0,1.0,1.00000000000000000000,0.0,0,0
174,2025-11-20 00:00:00+00:00,5,3,5,5,372.31,74.462,45.65435871852763,0E-20,0.40000000000000000000,0.0,0.0,13.1664236111111111,42.4060810331944444,5,372.31,5.53030092592592591667,5.8731130799796987924579968771862104693275,13.1096064814814815,5.6,1.8000000000000000,0.0,0,1
176,2025-11-20 00:00:00+00:00,1,0,1,1,135.1,135.1,0.0,0E-20,1.00000000000000000000,0.0,0.0,37.1020601851851852,41.0194953850462963,1,135.1,0.0,0.0,0.0,10.0,4.0000000000000000,0.0,0,0
18,2025-11-20 00:00:00+00:00,5,3,5,5,609.3,121.85999999999999,40.33506972846334,0E-20,0.60000000000000000000,0.0,0.0,5.1080439814814815,65.9133379776388889,5,609.3,12.8324797453703704,9.31048288915676432507366487461181,22.9839467592592593,9.4,3.8000000000000000,0.0,0,0
19,2025-11-20 00:00:00+00:00,1,0,0,1,10.8,10.8,0.0,0E-20,1.00000000000000000000,1.0,0.0,63.1621875000000000,66.2988703850462963,1,10.8,0.0,0.0,0.0,1.0,1.00000000000000000000,0.0,0,0
190,2025-11-20 00:00:00+00:00,7,2,6,7,499.27,71.32428571428571,58.011669187369215,0.28571428571428571429,0.42857142857142857143,0.0,0.0,5.1034953703703704,69.8555254776388889,7,499.27,9.5405652006172840,11.72935940174844128190082997944725,33.2796064814814815,5.0,2.0000000000000000,0.0,0,1
198,2025-11-20 00:00:00+00:00,2,2,2,2,240.11,120.055,27.654946212205882,0E-20,0E-20,0.0,0.0,1.2709606481481481,20.2726088109722222,2,240.11,12.0069791666666667,0.0,12.0069791666666667,7.5,2.0000000000000000,0.0,0,1
2,2025-11-20 00:00:00+00:00,3,2,3,3,215.57999999999998,71.86,80.00329743204338,0E-20,0E-20,0.0,0.0,22.4753009259259259,50.4665671443055556,3,215.57999999999998,7.0171238425925926,8.24271264868778236343877949230528,12.8456018518518519,6.0,2.3333333333333333,0.0,0,1
21,2025-11-20 00:00:00+00:00,5,5,5,5,396.45000000000005,79.29,48.84038646448245,0E-20,0.20000000000000000000,0.2,0.0,0.07968750000000000000,29.6296342739351852,5,396.45,4.7910734953703704,1.71667257288796023767204954292356,6.3456134259259259,6.2,2.6000000000000000,0.0,0,1
25,2025-11-20 00:00:00+00:00,3,2,3,3,177.8,59.26666666666667,47.1550053900255,0E-20,0.33333333333333333333,0.0,0.0,8.4052199074074074,66.9321458480092593,3,177.8,19.4025925925925926,8.93699493535905989172784257634236,25.7220023148148148,4.666666666666667,1.6666666666666667,0.0,0,1
27,2025-11-20 00:00:00+00:00,5,5,5,5,382.00000000000006,76.4,49.79355982453956,0E-20,0.40000000000000000000,0.0,0.0,6.4696064814814815,33.4744722368981481,5,382.0,5.69214699074074073056,6.5995908355207528851738137374246250250782,15.0019675925925926,6.0,1.8000000000000000,0.0,0,1
36,2025-11-20 00:00:00+00:00,2,2,2,2,196.67,98.335,42.63146783773694,0.50000000000000000000,0.50000000000000000000,0.0,0.0,1.5307291666666667,18.0656412183796296,2,196.67,1.65574074074074070000,0.0,1.6557407407407407,8.0,3.0000000000000000,0.0,0,1
42,2025-11-20 00:00:00+00:00,1,1,1,1,45.12,45.12,0.0,1.00000000000000000000,0E-20,0.0,0.0,4.4339467592592593,41.0821574220833333,1,45.12,0.0,0.0,0.0,3.0,1.00000000000000000000,0.0,0,0
50,2025-11-20 00:00:00+00:00,1,1,1,1,39.4,39.4,0.0,0E-20,1.00000000000000000000,1.0,0.0,0.23702546296296296296,6.7247384406018519,1,39.4,0.0,0.0,0.0,2.0,1.00000000000000000000,0.0,0,1
51,2025-11-20 00:00:00+00:00,2,1,2,2,197.04,98.52,113.95732885602399,0.50000000000000000000,0.50000000000000000000,0.5,0.0,25.2427662037037037,52.2376551072685185,2,197.04,19.1943518518518519,0.0,19.1943518518518519,6.5,2.0000000000000000,0.0,0,1
68,2025-11-20 00:00:00+00:00,2,0,2,2,254.35,127.175,67.3236366367712,0E-20,0.50000000000000000000,0.0,0.0,40.1184953703703704,56.7834421443055556,2,254.35,14.3484837962962963,0.0,14.3484837962962963,8.5,3.0000000000000000,0.0,0,1
7,2025-11-20 00:00:00+00:00,5,5,5,5,412.23,82.446,52.11732130491743,0.20000000000000000000,0.20000000000000000000,0.0,0.0,9.4399421296296296,28.7416944591203704,5,412.22999999999996,2.13580150462962964167,2.4540355478450916808274068915432969071281,5.7235763888888889,5.8,2.4000000000000000,0.0,0,1
70,2025-11-20 00:00:00+00:00,1,1,1,1,33.54,33.54,0.0,1.00000000000000000000,1.00000000000000000000,0.0,0.0,3.1429282407407407,15.1553402924537037,1,33.54,0.0,0.0,0.0,2.0,1.00000000000000000000,0.0,0,0
8,2025-11-20 00:00:00+00:00,7,3,7,7,690.3499999999999,98.62142857142855,40.174963359689336,0.14285714285714285714,0.42857142857142857143,0.0,0.0,13.2725115740740741,44.9893449220833333,7,690.35,4.9608236882716049,1.90395936069612361011450374869969,7.2874074074074074,7.428571428571429,2.8571428571428571,0.0,0,1
83,2025-11-20 00:00:00+00:00,1,1,1,1,15.6,15.6,0.0,0E-20,0E-20,0.0,0.0,22.3937037037037037,27.8314629776388889,1,15.6,0.0,0.0,0.0,1.0,1.00000000000000000000,0.0,0,0
88,2025-11-20 00:00:00+00:00,4,4,4,4,228.19000000000003,57.04750000000001,53.528152950884966,0E-20,0.25000000000000000000,0.25,0.0,6.0649189814814815,26.8814166813425926,4,228.19,2.6692631172839506,1.46223918917500217570044558982844,4.3162847222222222,4.0,2.0000000000000000,0.0,0,1
92,2025-11-20 00:00:00+00:00,2,2,2,2,192.19,96.095,15.817978695143072,0.50000000000000000000,0.50000000000000000000,0.5,0.0,7.0577083333333333,18.1077939961574074,2,192.19,4.1636111111111111,0.0,4.1636111111111111,9.0,3.0000000000000000,0.0,0,1
97,2025-11-20 00:00:00+00:00,4,4,4,4,284.74,71.185,57.02238303216263,0.25000000000000000000,0.50000000000000000000,0.0,0.0,8.1610879629629630,40.5006296443055556,4,284.74,6.6623765432098766,5.57055554584428243641287755260987,13.0934143518518519,5.0,2.2500000000000000,0.0,0,1
109,2025-11-27 00:00:00+00:00,11,8,11,11,825.6799999999998,75.06181818181817,61.560202049405554,0.09090909090909090909,0.63636363636363636364,0.0,0.0,5.2365046296296296,45.8530833480092593,11,825.68,3.69661226851851851667,5.2144212072915359125283306545152545415760,16.7610185185185185,5.363636363636363,2.0909090909090909,0.0,0,1
112,2025-11-27 00:00:00+00:00,1,1,1,1,37.12,37.12,0.0,0E-20,0E-20,0.0,0.0,19.4264467592592593,31.5473541813425926,1,37.12,0.0,0.0,0.0,2.0,1.00000000000000000000,0.0,0,0
115,2025-11-27 00:00:00+00:00,1,1,1,1,92.86,92.86,0.0,1.00000000000000000000,0E-20,0.0,0.0,4.6670486111111111,5.4019838109722222,1,92.86,0.0,0.0,0.0,6.0,2.0000000000000000,0.0,0,1
121,2025-11-27 00:00:00+00:00,1,0,1,1,82.56,82.56,0.0,0E-20,1.00000000000000000000,0.0,0.0,35.2020601851851852,36.4398773294907407,1,82.56,0.0,0.0,0.0,6.0,4.0000000000000000,0.0,0,0
128,2025-11-27 00:00:00+00:00,1,0,1,1,94.27,94.27,0.0,1.00000000000000000000,0E-20,0.0,0.0,32.4472569444444444,34.6081990887500000,1,94.27,0.0,0.0,0.0,7.0,2.0000000000000000,0.0,0,0
130,2025-11-27 00:00:00+00:00,2,0,2,2,70.50999999999999,35.254999999999995,9.807571055057418,0E-20,0E-20,0.0,0.0,55.5301504629629630,72.8516713109722222,2,70.50999999999999,3.0325231481481481,0.0,3.0325231481481481,2.5,1.5000000000000000,0.0,0,1
136,2025-11-27 00:00:00+00:00,1,1,1,1,50.72,50.72,0.0,1.00000000000000000000,0E-20,0.0,0.0,10.9733217592592593,38.1161157554166667,1,50.72,0.0,0.0,0.0,4.0,2.0000000000000000,0.0,0,0
142,2025-11-27 00:00:00+00:00,1,1,1,1,64.27,64.27,0.0,0E-20,1.00000000000000000000,0.0,0.0,21.1484259259259259,37.7969375146759259,1,64.27,0.0,0.0,0.0,5.0,2.0000000000000000,0.0,0,1
145,2025-11-27 00:00:00+00:00,1,1,1,1,56.34,56.34,0.0,0E-20,0E-20,0.0,0.0,1.4120949074074074,2.2608264035648148,1,56.34,0.0,0.0,0.0,5.0,2.0000000000000000,0.0,0,0
151,2025-11-27 00:00:00+00:00,2,2,2,2,115.02000000000001,57.510000000000005,18.724187565819772,0E-20,0.50000000000000000000,0.0,0.0,6.6371412037037037,27.6502939961574074,2,115.02000000000001,1.50490740740740740000,0.0,1.5049074074074074,4.5,2.0000000000000000,0.0,0,1
152,2025-11-27 00:00:00+00:00,4,2,4,4,338.51,84.6275,19.430655118480527,0E-20,0.50000000000000000000,0.0,0.0,0.37745370370370370370,51.9713935331944444,4,338.51,13.9567708333333333,12.09321894072854799581552282369050,27.8460185185185185,6.75,2.2500000000000000,0.0,0,1
153,2025-11-27 00:00:00+00:00,2,2,2,2,190.71,95.355,30.11567781073506,0.50000000000000000000,0.50000000000000000000,0.0,0.0,6.2168518518518519,31.1946111257870370,2,190.71,5.3373263888888889,0.0,5.3373263888888889,6.5,3.0000000000000000,0.0,0,1
157,2025-11-27 00:00:00+00:00,1,1,1,1,90.8,90.8,0.0,1.00000000000000000000,0E-20,0.0,0.0,10.3601157407407407,28.0655601998611111,1,90.8,0.0,0.0,0.0,7.0,3.0000000000000000,0.0,0,0
171,2025-11-27 00:00:00+00:00,1,0,1,1,7.35,7.35,0.0,0E-20,0E-20,0.0,0.0,43.4866435185185185,69.9358264035648148,1,7.35,0.0,0.0,0.0,1.0,1.00000000000000000000,0.0,0,0
174,2025-11-27 00:00:00+00:00,6,4,6,6,447.33,74.55499999999999,40.835135239154035,0E-20,0.50000000000000000000,0.0,0.0,5.1256944444444444,49.4060810331944444,6,447.33,7.43238657407407407333,6.6302143255046644241966728763147205521260,15.0407291666666667,5.333333333333333,1.6666666666666667,0.0,0,1
176,2025-11-27 00:00:00+00:00,1,0,1,1,135.1,135.1,0.0,0E-20,1.00000000000000000000,0.0,0.0,44.1020601851851852,48.0194953850462963,1,135.1,0.0,0.0,0.0,10.0,4.0000000000000000,0.0,0,0
18,2025-11-27 00:00:00+00:00,5,1,4,5,609.3,121.85999999999999,40.33506972846334,0E-20,0.60000000000000000000,0.0,0.0,12.1080439814814815,72.9133379776388889,5,609.3,12.8324797453703704,9.31048288915676432507366487461181,22.9839467592592593,9.4,3.8000000000000000,0.0,0,0
19,2025-11-27 00:00:00+00:00,1,0,0,1,10.8,10.8,0.0,0E-20,1.00000000000000000000,1.0,0.0,70.1621875000000000,73.2988703850462963,1,10.8,0.0,0.0,0.0,1.0,1.00000000000000000000,0.0,0,0
190,2025-11-27 00:00:00+00:00,7,2,5,7,499.27,71.32428571428571,58.011669187369215,0.28571428571428571429,0.42857142857142857143,0.0,0.0,12.1034953703703704,76.8555254776388889,7,499.27,9.5405652006172840,11.72935940174844128190082997944725,33.2796064814814815,5.0,2.0000000000000000,0.0,0,1
198,2025-11-27 00:00:00+00:00,3,3,3,3,256.17,85.39,63.145741740833174,0.33333333333333333333,0E-20,0.0,0.0,3.2745138888888889,27.2726088109722222,3,256.17,8.5017129629629630,4.95719500500582986750332290059187,12.0069791666666667,5.333333333333333,1.6666666666666667,0.0,0,1
2,2025-11-27 00:00:00+00:00,4,2,4,4,232.42,58.105,70.87890024541858,0E-20,0E-20,0.0,0.0,0.38407407407407407407,57.4665671443055556,4,232.42,14.3751581790123457,14.01403452943566167527094828111421,29.0912268518518519,4.75,2.0000000000000000,0.0,0,1
21,2025-11-27 00:00:00+00:00,6,6,6,6,524.46,87.41000000000001,47.999094574793794,0E-20,0.16666666666666666667,0.16666666666666666,0.0,6.3899305555555556,36.6296342739351852,6,524.46,3.97081018518518518889,2.3610131367824096678257368015078797642712,6.3456134259259259,6.5,2.6666666666666667,0.0,0,1
25,2025-11-27 00:00:00+00:00,3,2,3,3,177.8,59.26666666666667,47.1550053900255,0E-20,0.33333333333333333333,0.0,0.0,15.4052199074074074,73.9321458480092593,3,177.8,19.4025925925925926,8.93699493535905989172784257634236,25.7220023148148148,4.666666666666667,1.6666666666666667,0.0,0,1
27,2025-11-27 00:00:00+00:00,5,4,5,5,382.00000000000006,76.4,49.79355982453956,0E-20,0.40000000000000000000,0.0,0.0,13.4696064814814815,40.4744722368981481,5,382.0,5.69214699074074073056,6.5995908355207528851738137374246250250782,15.0019675925925926,6.0,1.8000000000000000,0.0,0,1
36,2025-11-27 00:00:00+00:00,2,2,2,2,196.67,98.335,42.63146783773694,0.50000000000000000000,0.50000000000000000000,0.0,0.0,8.5307291666666667,25.0656412183796296,2,196.67,1.65574074074074070000,0.0,1.6557407407407407,8.0,3.0000000000000000,0.0,0,1
42,2025-11-27 00:00:00+00:00,1,1,1,1,45.12,45.12,0.0,1.00000000000000000000,0E-20,0.0,0.0,11.4339467592592593,48.0821574220833333,1,45.12,0.0,0.0,0.0,3.0,1.00000000000000000000,0.0,0,0
50,2025-11-27 00:00:00+00:00,2,2,2,2,90.56,45.28,8.315575746753803,0E-20,0.50000000000000000000,0.5,0.0,2.3963773148148148,13.7247384406018519,2,90.56,4.8406481481481481,0.0,4.8406481481481481,2.5,1.5000000000000000,0.0,0,1
51,2025-11-27 00:00:00+00:00,4,2,4,4,402.47999999999996,100.61999999999999,66.20532355231464,0.25000000000000000000,0.25000000000000000000,0.25,0.0,1.0695717592592593,59.2376551072685185,4,402.48,16.7891820987654321,10.59515469245540690387736771307862,25.9749884259259259,7.75,2.7500000000000000,0.0,0,1
68,2025-11-27 00:00:00+00:00,3,1,2,3,298.24,99.41333333333334,67.66362710742997,0E-20,0.33333333333333333333,0.0,0.0,1.7186689814814815,63.7834421443055556,3,298.24,29.8741550925925926,21.95661491216889368780106510429763,45.3998263888888889,6.666666666666667,2.3333333333333333,0.0,0,0
7,2025-11-27 00:00:00+00:00,5,5,5,5,412.23,82.446,52.11732130491743,0.20000000000000000000,0.20000000000000000000,0.0,0.0,16.4399421296296296,35.7416944591203704,5,412.22999999999996,2.13580150462962964167,2.4540355478450916808274068915432969071281,5.7235763888888889,5.8,2.4000000000000000,0.0,0,1
70,2025-11-27 00:00:00+00:00,1,1,1,1,33.54,33.54,0.0,1.00000000000000000000,1.00000000000000000000,0.0,0.0,10.1429282407407407,22.1553402924537037,1,33.54,0.0,0.0,0.0,2.0,1.00000000000000000000,0.0,0,0
8,2025-11-27 00:00:00+00:00,9,4,9,9,865.6199999999999,96.17999999999999,37.04202714485264,0.11111111111111111111,0.33333333333333333333,0.0,0.0,0.45909722222222222222,51.9893449220833333,9,865.62,6.1972945601851852,3.62744418734599800161579946571611,14.2247222222222222,7.0,2.6666666666666667,0.0,0,1
83,2025-11-27 00:00:00+00:00,1,1,1,1,15.6,15.6,0.0,0E-20,0E-20,0.0,0.0,29.3937037037037037,34.8314629776388889,1,15.6,0.0,0.0,0.0,1.0,1.00000000000000000000,0.0,0,0
88,2025-11-27 00:00:00+00:00,5,5,5,5,320.52000000000004,64.10400000000001,48.96854429120801,0E-20,0.20000000000000000000,0.2,0.0,6.5845601851851852,33.8814166813425926,5,320.52,3.6220370370370370,2.24867550635615015189857298141564,6.4803587962962963,4.8,2.2000000000000000,0.0,0,0
92,2025-11-27 00:00:00+00:00,3,3,3,3,236.38,78.79333333333334,31.986672745587864,0.33333333333333333333,0.33333333333333333333,0.3333333333333333,0.0,5.4757870370370370,25.1077939961574074,3,236.38,6.3727662037037037,3.12421709333003502274217370830336,8.5819212962962963,7.0,2.3333333333333333,0.0,0,1
97,2025-11-27 00:00:00+00:00,4,2,4,4,284.74,71.185,57.02238303216263,0.25000000000000000000,0.50000000000000000000,0.0,0.0,15.1610879629629630,47.5006296443055556,4,284.74,6.6623765432098766,5.57055554584428243641287755260987,13.0934143518518519,5.0,2.2500000000000000,0.0,0,1
98,2025-11-27 00:00:00+00:00,3,3,3,3,296.45,98.81666666666666,59.04524395184876,0.33333333333333333333,1.00000000000000000000,0.0,0.0,0.09361111111111111111,7.2028981628240741,3,296.45,1.5506655092592593,0.68809510233589530816123381452342,2.0372222222222222,7.0,3.0000000000000000,0.0,0,1
10,2025-12-04 00:00:00+00:00,1,1,1,1,105.34,105.34,0.0,0E-20,0E-20,0.0,0.0,1.0724189814814815,66.1823310331944444,1,105.34,0.0,0.0,0.0,10.0,3.0000000000000000,0.0,0,0
